Customer Code,Name ,April,April Achv.,May,May Achv.,June,June Achv.,July,July Achv.,August,August Achv.,September,September Achv.,October,October Achv.,November,November Achv.,December,December Achv.,January,January Achv.,February,February Achv.,March,March Achv.
SDNE07687,BANTI HARDWARE ,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
SDNE07688,DHAR & SONS (RSSD080),33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0
SDNE07689,RAJDEEP ENTERPRISE,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
SDNE07690,CHOITALI VARIETIES,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0
SDNE07691,RAJ BHANDAR,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
SDNE07692,DIMPI BHANDAR (RSSD083),5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
SDNE07693,S.G HARDWARE,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0
SDNE07694,K B ENTERPRISE (ANOJ) (RSSK062),18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0
SDNE07696,BHUYAN ENTERPRISE (BISHNU) (RSSB145),12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0
SDNE07697,APURBA HARDWARE (RSSA133),18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0
SDNE07702,A M TRADERS (RSSA128),20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
SDNE07703,MAA HARDWARE (PUTUL) (RSSM198),30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
SDNE07704,PUSPA TRADERS (RSSP061),5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0
SDNE07706,ARMAN TRADERS (RSSA124),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07707,DAS TRADING (RSSD078),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07708,A B ENTERPRISE (MASUM) (RSSA117),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07709,AHSAN HARDWARE (RSSA120),33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0
SDNE07710,SALMAN STORE (RSSS190),10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0,10.89,0
SDNE07711,AHMED TRADERS (RSSA119),33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0
SDNE07712,DAS HARDWARE (RANJIT) (RSSD077),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07713,SIDDHARTHA SHANKAR DAS PURKAYASTHA (RSSS196),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07714,CLASSIC HARDWARE (RSSC030),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07715,MANASHA HARDWARE (RSSM188),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07716,CHOWRINGEE HARDWARE (RSSC029),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07717,PAUL TRADERS (NIKHILESH) (RSSP059),33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0
SDNE07718,R B TRADING (RSSR082),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07720,PAUL TRADERS (RSSP058),38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0
SDNE07721,DEB ENTERPRISE (RSSD079),82.5,0,82.5,0,82.5,0,82.5,0,82.5,0,82.5,0,82.5,0,82.5,0,82.5,0,82.5,0,82.5,0,82.5,0
SDNE07722,RAMKRISHNA STORE (RSSR088),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07724,BAISHALI TRADERS (RSSB137),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07725,JOY STORES (RSSJ058),33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0
SDNE07726,ASSAM STEEL CENTRE (RSSA131),30,0,30,1100,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
SDNE07727,SHREE SHYAM HARDWARE (RSSS203),32,0,32,400,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0
SDNE07728,R M ENTERPRISE (RSSR091),40,0,40,598,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0
SDNE07731,ZIYA ENTERPRISE (RSSZ006),2.2,0,2.2,0,2.2,0,2.2,0,2.2,0,2.2,0,2.2,0,2.2,0,2.2,0,2.2,0,2.2,0,2.2,0
SDNE07732,SUMI HARDWARE (RSSS230),18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0
SDNE07733,SALMA HARDWARE AND UDDOG (RSSS231),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07734,AASTHA HARDWARE (RSSA146),2.2,0,2.2,0,2.2,0,2.2,0,2.2,0,2.2,0,2.2,0,2.2,0,2.2,0,2.2,0,2.2,0,2.2,0
SDNE07736,MAMA BHAGIN HARDWARE (RSSM215),8.8,0,8.8,0,8.8,0,8.8,0,8.8,0,8.8,0,8.8,0,8.8,0,8.8,0,8.8,0,8.8,0,8.8,0
SDNE07737,S I S HARDWARE (RSSS233),88,0,88,0,88,0,88,0,88,0,88,0,88,0,88,0,88,0,88,0,88,0,88,0
SDNE07739,SHIV SHAKTI HARDWARE (RSSS235),5.5,0,5.5,250,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0
SDNE07740,P MARWEIN (RSSP065),14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0
SDNE07741,TONLAN DONBON (RSST029),25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0
SDNE07742,FOUR STAR ENTERPRISE,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
SDNE07743,JANAPRIYA STORE,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0
SDNE07744,MARUFA HARDWARE,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0
SDNE07745,ALI HARDWARE,60.5,0,60.5,650,60.5,0,60.5,0,60.5,0,60.5,0,60.5,0,60.5,0,60.5,0,60.5,0,60.5,0,60.5,0
SDNE07746,BABA BHOLANATH STORE,16.5,0,16.5,300,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07747,NUR HARDWARE (ALOM),3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0
SDNE07748,BAPPI HARDWARE STORE,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07749,AHMED HARDWARE (REZZKUL),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07750,ENTERPRISE SHOP,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0
SDNE07751,FRIENDS HARDWARE,55,0,55,2300,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0
SDNE07754,SANOWAR HUSSAIN,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07755,ANOWAR HUSSAIN(MONDAL H/W),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07756,JUMIYARA HARDWARE,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07757,SARADA TRADING,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07758,SALMA TRADERS,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
SDNE07759,NUR HUSSAIN SHEIKH STORE,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0
SDNE07760,SAHABUL HARDWARE,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07761,DURGA HARDWARE,16.5,0,16.5,300,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07762,SHIV HARDWARE,16.5,0,16.5,150,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07763,ILAMUDDIN HARDWARE,24.2,0,24.2,200,24.2,0,24.2,0,24.2,0,24.2,0,24.2,0,24.2,0,24.2,0,24.2,0,24.2,0,24.2,0
SDNE07764,ABHINANDAN ENTERPRISE,23.1,0,23.1,800,23.1,0,23.1,0,23.1,0,23.1,0,23.1,0,23.1,0,23.1,0,23.1,0,23.1,0,23.1,0
SDNE07766,MODERN CEMENT,95,0,95,1300,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0
SDNE07767,ANJUMA ENTERPRISE,11,0,11,100,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07768,ZAKARIA ENTERPRISE,27.5,0,27.5,300,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE07769,KHAIRUL HARDWARE,40,0,40,500,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0
SDNE07770,BHAI BHAI HARDWARE,11,0,11,50,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07771,GHOSH BROTHERS,33,0,33,200,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0
SDNE07772,S C ENTERPRISE,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07773,SAMRAT HARDWARE,77,0,77,900,77,0,77,0,77,0,77,0,77,0,77,0,77,0,77,0,77,0,77,0
SDNE07774,MINHAJUL HARDWARE,16.5,0,16.5,347,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07775,ASHA HARDWARE,11,0,11,100,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07776,LEIMA ENTERPRISES (RSSL031),80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0
SDNE07777,NALINI HARDWARE (RSSN062),25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0
SDNE07779,K PRADIP STEEL AND CEMENT STORE (RSSK057),120,0,120,0,120,0,120,0,120,0,120,0,120,0,120,0,120,0,120,0,120,0,120,0
SDNE07780,PT ENTERPRISES (RSSP060),55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0
SDNE07783,R B ASSOCIATE,13.2,0,13.2,300,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0
SDNE07784,HALOI ENTERPRISE (DWIPEN),18.7,0,18.7,200,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0
SDNE07785,BARMAN ENTERPRISE (SAMIN),20.9,0,20.9,250,20.9,0,20.9,0,20.9,0,20.9,0,20.9,0,20.9,0,20.9,0,20.9,0,20.9,0,20.9,0
SDNE07786,NABIN HARDWARE,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0
SDNE07787,PRATISHTHAN HARDWARE,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0
SDNE07788,KALITA HARDWARE (MINTU),41.8,0,41.8,730,41.8,0,41.8,0,41.8,0,41.8,0,41.8,0,41.8,0,41.8,0,41.8,0,41.8,0,41.8,0
SDNE07789,M S ENTERPRISE,9.9,0,9.9,70,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0
SDNE07792,LAKHIMA ENTERPRISE,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0
SDNE07793,MAA ENTERPRISE,7.7,0,7.7,200,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0
SDNE07794,KALITA HARDWARE (BANAMALI),18.7,0,18.7,100,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0
SDNE07798,SANKHA HARDWARE,24.2,0,24.2,100,24.2,0,24.2,0,24.2,0,24.2,0,24.2,0,24.2,0,24.2,0,24.2,0,24.2,0,24.2,0
SDNE07799,HIMALAYA HARDWARE,38.5,0,38.5,450,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0
SDNE07800,ISLAM HARDWARE,8.8,0,8.8,100,8.8,0,8.8,0,8.8,0,8.8,0,8.8,0,8.8,0,8.8,0,8.8,0,8.8,0,8.8,0
SDNE07801,K H ENTERPRISE,50,0,50,1000,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0
SDNE07808,SARKAR HARDWARE,11,0,11,200,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07809,SAHAJ ENTERPRISE,44,0,44,320,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0
SDNE07821,M T ENTERPRISE (RSSM196),40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0
SDNE07822,R K HARDWARE (RAHUL) (RSSR120),12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0
SDNE07823,KALITA ENTERPRISE (NAREN),5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0
SDNE07825,SHIKUMAR SAHU (RSSS241),15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
SDNE07828,ANISUR HARDWARE,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0,3.3,0
SDNE07829,RAJU STORE,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07830,MOLLAH ENTERPRISE,27.5,0,27.5,210,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE07831,R.S HARDWARE,14.3,0,14.3,140,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0
SDNE07832,ARATI ENTERPRISE,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0
SDNE07833,PAUL TRADERS (PRASENJIT) (RSSP073),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07834,SOIDUL HUSSAIN HARDWARE (RSSS243),38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0
SDNE07835,LASKAR HARDWARE (NURUL) (RSSL037),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE07836,KAMRAN TRADERS (RSSK074),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07837,LIZA STORES (RSSL041),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07839,RAJ HARDWARE (RASENDRA) (RSSR106),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07840,MOZUMDER TRADERS (RSSM222),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07841,DIYA ENTERPRISE (RSSD098),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07842,G A TRADERS (RSSG058),33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0
SDNE07844,J K ENTERPRISE (KULSUMA) (RSSJ069),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07846,SWARUPA DAS (RSSS246),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07847,A R HARDWARE (RSSA149),33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0
SDNE07848,PANKAJ HARDWARE (RSSP072),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07849,BANIK HARDWARE (RSSB165),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07850,ANJOLI HARDWARE (RSSA151),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07851,BARBBHUIYA TRADERS (RSSB166),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07852,DEB ENTERPRISE (ANUPAM) (RSSD097),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07853,FAHIMA HARDWARE (RSSF009),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07854,BIJOYA TRADERS (RSSB171),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE07855,RAHI ENTERPRISE (RSSR114),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07856,GAURANGA PAUL (RSSG060),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07857,ANUP DAS (RSSA156),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07858,PRAKASH HARDWARE (RSSP078),12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0
SDNE07860,D.K ENTERPRISE (HEMEN),34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0
SDNE07861,SAMIM HARDWARE,16.5,0,16.5,350,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07862,MAA HARDWARE,16.5,0,16.5,400,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07863,LOKNATH ENTERPRISE,11,0,11,100,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07864,NUR HARDWARE,11,0,11,50,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07865,MINU HARDWARE,16.5,0,16.5,750,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07866,ASHIRBAD HARDWARE,20,0,20,200,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
SDNE07867,KARTIK STORE,11,0,11,200,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07869,MD. AQUIL (RSSM230),15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
SDNE07871,SWASATH ENTERPRISE (RSSS253),35.7,0,35.7,0,35.7,0,35.7,0,35.7,0,35.7,0,35.7,0,35.7,0,35.7,0,35.7,0,35.7,0,35.7,0
SDNE07874,SHUBHAM ENTERPRISE,40.7,0,40.7,0,40.7,0,40.7,0,40.7,0,40.7,0,40.7,0,40.7,0,40.7,0,40.7,0,40.7,0,40.7,0
SDNE07875,SAHIL ENTERPRISE,22,0,22,100,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07876,FAHIM ENTERPRISE,11,0,11,150,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07881,CHARALI HARDWARE (RSS),10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0
SDNE07882,DEKA STORE ,7,0,7,50,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
SDNE07884,NATH ENTERPRISE (RSSN119),33,0,33,100,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0
SDNE07886,FIROZ ENTERPRISE (RSSF014),20,0,20,100,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
SDNE07887,SELIMA ENTERPRISE,8,0,8,50,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
SDNE07888,CHOUDHURY ENTERPRISE (SULTAN) (RSSC041),47,0,47,300,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0
SDNE07890,J K ENTERPRISE (SAMUJJAL) (RSSJ096),3.75,0,3.75,0,3.75,0,3.75,0,3.75,0,3.75,0,3.75,0,3.75,0,3.75,0,3.75,0,3.75,0,3.75,0
SDNE07894,MIRI ENTERPRISE,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
SDNE07895,PANDAJI HARDWARE (RSSP084),16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
SDNE07897,WILLIAM CEMENT MART (RSSW003),17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0
SDNE07898,MEGHA HARDWARE (RSSM233),130,1900,130,0,130,0,130,0,130,0,130,0,130,0,130,0,130,0,130,0,130,0,130,0
SDNE07899,KHUMUKCHAM ENTERPRISE (RSSK081),25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0
SDNE07900,SANTANU STEEL AND CEMENT (RSSS264),50,560,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0
SDNE07901,GANESH STEEL (RSSG063),124,0,124,0,124,0,124,0,124,0,124,0,124,0,124,0,124,0,124,0,124,0,124,0
SDNE07902,KAMAL HARDWARE (CHAYGAON),19.6625,0,19.6625,270,19.6625,0,19.6625,0,19.6625,0,19.6625,0,19.6625,0,19.6625,0,19.6625,0,19.6625,0,19.6625,0,19.6625,0
SDNE07903,KUMAR ENTERPRISE (NABA),22,0,22,150,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07904,KALITA HARDWARE (AMAR),16.98125,0,16.98125,110,16.98125,0,16.98125,0,16.98125,0,16.98125,0,16.98125,0,16.98125,0,16.98125,0,16.98125,0,16.98125,0,16.98125,0
SDNE07905,TWO BROTHERS HARDWARE,14.575,0,14.575,250,14.575,0,14.575,0,14.575,0,14.575,0,14.575,0,14.575,0,14.575,0,14.575,0,14.575,0,14.575,0
SDNE07906,MAA ENTERPRISE (KISHOR),13.2,0,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0
SDNE07907,MAA HARDWARE (ABDUR),21.3125,0,21.3125,500,21.3125,0,21.3125,0,21.3125,0,21.3125,0,21.3125,0,21.3125,0,21.3125,0,21.3125,0,21.3125,0,21.3125,0
SDNE07915,AMIN HARDWARE (ROFIKUL),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07917,GANESH HARDWARE AND ELECTRICAL (RSSG064),10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0
SDNE07918,SABITA STORE (RSSS276),27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
SDNE07919,JOY GURU HARDWARE (RSSJ078),11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
SDNE07920,USHA TRADERS (RSSU012),22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0
SDNE07921,ASSAM SALES CORPORATION (RSSA165),19.44444444,0,19.44444444,0,19.44444444,0,19.44444444,0,19.44444444,0,19.44444444,0,19.44444444,0,19.44444444,0,19.44444444,0,19.44444444,0,19.44444444,0,19.44444444,0
SDNE07922,BHARALI HARDWARE & ELECTRICALS (RSSB190),8.322222222,0,8.322222222,0,8.322222222,0,8.322222222,0,8.322222222,0,8.322222222,0,8.322222222,0,8.322222222,0,8.322222222,0,8.322222222,0,8.322222222,0,8.322222222,0
SDNE07923,BICHITRA BORUAH (RSSB191),37.33333333,0,37.33333333,0,37.33333333,0,37.33333333,0,37.33333333,0,37.33333333,0,37.33333333,0,37.33333333,0,37.33333333,0,37.33333333,0,37.33333333,0,37.33333333,0
SDNE07924,SHIV BABA HARDWARE (RSSS267),25,0,25,100,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0
SDNE07925,MODERN INTERIOR DECOR (RSSM243),40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0
