ooh_site_code,state,area,city,location,facing,media,type,L_R,T_B,qty,fascia,sq_ft,vendor,vendor_code,location_facing,is_active
NEOOH122,"Meghalaya","Shillong","Shillong","Mawlai","3 Side","Police Booth","BL",6,6,2,"1",72,"Redolenz Advertising",BRV043,"Mawlai (3 Side)",Y
NEOOH123,"Meghalaya","Shillong","Shillong","Mawlai","3 Side","Police Booth","BL",12,6,1,"1",72,"Redolenz Advertising",BRV043,"Mawlai (3 Side)",Y
NEOOH124,"Meghalaya","Shillong","Shillong","Rilbong Point - Shillong Cantonment","4 Side","Police Booth","NL",6.6,4,2,"1",52.8,"Redolenz Advertising",BRV043,"Rilbong Point - Shillong Cantonment (4 Side)",Y
NEOOH125,"Meghalaya","Shillong","Shillong","Rilbong Point - Shillong Cantonment","4 Side","Police Booth","NL",12,4,2,"1",96,"Redolenz Advertising",BRV043,"Rilbong Point - Shillong Cantonment (4 Side)",Y
BHOOH037,"Bihar","Bhagalpur","Bhagalpur","Tilkamanjhi","Bhagalpur Main Town","Hoarding","NL",30,30,1,"1",900,"Corner Publishing Pvt Ltd",BRV048,"Tilkamanjhi (Bhagalpur Main Town)",Y
BHOOH038,"Bihar","Bhagalpur","Bhagalpur","Zero Mile","Bhagalpur Main Town","Hoarding","NL",30,20,1,"1",600,"Corner Publishing Pvt Ltd",BRV048,"Zero Mile (Bhagalpur Main Town)",Y
NEOOH126,"Assam","Lakhimpur","Lakhimpur","Taxi Stand, Gol Chowk","Dhemaji","Hoarding","NL",30,25,1,"1",750,"R D Advertising",BRV017,"Taxi Stand, Gol Chowk (Dhemaji)",Y
NEOOH127,"Assam","Golaghat","Golaghat","Bezbaruah Charali","Dergaon","Hoarding","NL",30,20,1,"1",600,"Prerana Creative",BRV015,"Bezbaruah Charali (Dergaon)",N
WBWRP001,"West Bengal","Darjeeling","Siliguri","Lichupokri","Siliguri Facing","Wall Wrap","NL",100,15,1,"1",1500,"Star Communication",BRV024,"Lichupokri (Siliguri Facing)",Y
WBWRP002,"West Bengal","Darjeeling","Siliguri","Lichupokri","Siliguri Facing","Wall Wrap","NL",90,15,1,"1",1350,"Star Communication",BRV024,"Lichupokri (Siliguri Facing)",Y
WBWRP003,"West Bengal","Darjeeling","Siliguri","Ranidanga Tatultala","Ranidanga Facing","Wall Wrap","NL",27,10,1,"1",270,"Star Communication",BRV024,"Ranidanga Tatultala (Ranidanga Facing)",Y
WBWRP004,"West Bengal","Darjeeling","Siliguri","Pachkelguri","Darjeeling Facing","Wall Wrap","NL",31,8,1,"1",248,"Star Communication",BRV024,"Pachkelguri (Darjeeling Facing)",Y
WBWRP005,"West Bengal","Darjeeling","Siliguri","Garidhura -1","Dudhia Facing","Wall Wrap","NL",33,8,1,"1",264,"Star Communication",BRV024,"Garidhura -1 (Dudhia Facing)",Y
WBWRP006,"West Bengal","Darjeeling","Siliguri","Garidhura -2","Dudhia Facing","Wall Wrap","NL",18,8,1,"1",144,"Star Communication",BRV024,"Garidhura -2 (Dudhia Facing)",Y
WBWRP007,"West Bengal","Darjeeling","Siliguri","Pachkelguri","Darjeeling Facing","Wall Wrap","NL",30,8,1,"1",240,"Star Communication",BRV024,"Pachkelguri (Darjeeling Facing)",Y
WBWRP008,"West Bengal","Darjeeling","Siliguri","Estern By Pass","Goramore Facing","Wall Wrap","NL",20,10,1,"1",200,"Star Communication",BRV024,"Estern By Pass (Goramore Facing)",Y
WBWRP009,"West Bengal","Darjeeling","Siliguri","Ranidanga","Medical Facing","Wall Wrap","NL",35,10,1,"1",350,"Star Communication",BRV024,"Ranidanga  (Medical Facing)",Y
WBWRP010,"West Bengal","Darjeeling","Siliguri","Lachupakri - 2","Lachupakri Facing","Wall Wrap","NL",23,10,1,"1",230,"Star Communication",BRV024,"Lachupakri - 2 (Lachupakri Facing)",Y
WBWRP011,"West Bengal","Darjeeling","Siliguri","Tumbazote","Matigara Facing","Wall Wrap","NL",12,9,1,"1",108,"Star Communication",BRV024,"Tumbazote (Matigara Facing)",Y
WBWRP012,"West Bengal","Darjeeling","Siliguri","Tumbajote - 2","Siliguri Facing","Wall Wrap","NL",30,14,1,"1",420,"Star Communication",BRV024,"Tumbajote - 2 (Siliguri Facing)",Y
WBWRP013,"West Bengal","Darjeeling","Siliguri","Tumbazote Matigara","Matigar Facing","Wall Wrap","NL",55,10,1,"1",550,"Star Communication",BRV024,"Tumbazote Matigara (Matigar Facing)",Y
WBWRP014,"West Bengal","Darjeeling","Siliguri","Goramore","Sahudangi Facing","Wall Wrap","NL",20,10,1,"1",200,"Star Communication",BRV024,"Goramore (Sahudangi Facing)",Y
WBWRP015,"West Bengal","Darjeeling","Siliguri","Matigara Zora Brize","Siliguri Facing","Wall Wrap","NL",18,8,1,"1",144,"Star Communication",BRV024,"Matigara Zora Brize  (Siliguri Facing)",Y
WBWRP016,"West Bengal","Darjeeling","Siliguri","Ranidanga Tatultala","Lichupakri Facing","Wall Wrap","NL",25,9,1,"1",225,"Star Communication",BRV024,"Ranidanga Tatultala (Lichupakri Facing)",Y
WBWRP017,"West Bengal","Darjeeling","Siliguri","Estern Bypass - 2","Salugar Facing","Wall Wrap","NL",20,9.9,1,"1",197,"Star Communication",BRV024,"Estern Bypass - 2 (Salugar Facing)",Y
WBWRP018,"West Bengal","Jalpaiguri","Siliguri","Bandhunagar","Siliguri Facing","Wall Wrap","NL",28,9,1,"1",252,"Star Communication",BRV024,"Bandhunagar (Siliguri Facing)",Y
WBWRP019,"West Bengal","Jalpaiguri","Siliguri","Bandhunagar - 2","Siliguri Facing","Wall Wrap","NL",75,9,1,"1",675,"Star Communication",BRV024,"Bandhunagar - 2 (Siliguri Facing)",Y
WBWRP020,"West Bengal","Jalpaiguri","Jalpaiguri","Holdibari More","Jalpaiguri Facing","Wall Wrap","NL",27,10,1,"1",270,"Star Communication",BRV024,"Holdibari More (Jalpaiguri Facing)",Y
WBWRP021,"West Bengal","Jalpaiguri","Jalpaiguri","Paharpur More","Moynaguri Facing","Wall Wrap","NL",22,9,1,"1",198,"Star Communication",BRV024,"Paharpur More (Moynaguri Facing)",Y
WBWRP022,"West Bengal","Jalpaiguri","Jalpaiguri","Jamidarpara ( Gosala)","Moynaguri Facing","Wall Wrap","NL",17,7,1,"1",119,"Star Communication",BRV024,"Jamidarpara ( Gosala) (Moynaguri Facing)",Y
WBWRP023,"West Bengal","Jalpaiguri","Jalpaiguri","73 More","Jalpaiguri Facing","Wall Wrap","NL",60,7,1,"1",420,"Star Communication",BRV024,"73 More (Jalpaiguri Facing)",Y
WBWRP024,"West Bengal","Jalpaiguri","Jalpaiguri","73 More","Jalpaiguri Facing","Wall Wrap","NL",25,8,1,"1",200,"Star Communication",BRV024,"73 More (Jalpaiguri Facing)",Y
WBWRP025,"West Bengal","Jalpaiguri","Jalpaiguri","Paharpur","Moynaguri Facing","Wall Wrap","NL",29,8,1,"1",232,"Star Communication",BRV024,"Paharpur (Moynaguri Facing)",Y
WBWRP026,"West Bengal","Jalpaiguri","Jalpaiguri","Domohani","Moynaguri Facing","Wall Wrap","NL",14,9,1,"1",126,"Star Communication",BRV024,"Domohani (Moynaguri Facing)",Y
WBWRP027,"West Bengal","Jalpaiguri","Jalpaiguri","Domohani","Moynaguri Facing","Wall Wrap","NL",18,8,1,"1",144,"Star Communication",BRV024,"Domohani (Moynaguri Facing)",Y
WBWRP028,"West Bengal","Jalpaiguri","Jalpaiguri","Domohani","Moynaguri Facing","Wall Wrap","NL",26,12,1,"1",312,"Star Communication",BRV024,"Domohani (Moynaguri Facing)",Y
WBWRP029,"West Bengal","Jalpaiguri","Jalpaiguri","Domohani","Moynaguri Facing","Wall Wrap","NL",20,12,1,"1",240,"Star Communication",BRV024,"Domohani (Moynaguri Facing)",Y
WBWRP030,"West Bengal","Jalpaiguri","Jalpaiguri","Domohani - 2","Moynaguri Facing","Wall Wrap","NL",17,8,1,"1",136,"Star Communication",BRV024,"Domohani - 2 (Moynaguri Facing)",Y
WBWRP031,"West Bengal","Jalpaiguri","Mainaguri","Mainaguri","Moynaguri Facing","Wall Wrap","NL",18,9,1,"1",162,"Star Communication",BRV024,"Mainaguri (Moynaguri Facing)",Y
WBWRP032,"West Bengal","Alipurduar","Falakata","Jataswar","Birpara Facing","Wall Wrap","NL",24,8,1,"1",192,"Star Communication",BRV024,"Jataswar (Birpara Facing)",Y
WBWRP033,"West Bengal","Alipurduar","Falakata","Halakadam","Birpara Facing","Wall Wrap","NL",18,10,1,"1",180,"Star Communication",BRV024,"Halakadam (Birpara Facing)",Y
WBWRP034,"West Bengal","Alipurduar","Falakata","Jataswar","Birpara Facing","Wall Wrap","NL",20,8,1,"1",160,"Star Communication",BRV024,"Jataswar (Birpara Facing)",Y
WBWRP035,"West Bengal","Alipurduar","Falakata","Kharakadam","Birpara Facing","Wall Wrap","NL",26,8,1,"1",208,"Star Communication",BRV024,"Kharakadam (Birpara Facing)",Y
WBWRP036,"West Bengal","Alipurduar","Falakata","Bagan bari","Birpara Facing","Wall Wrap","NL",28,8,1,"1",224,"Star Communication",BRV024,"Bagan bari (Birpara Facing)",Y
WBWRP037,"West Bengal","Alipurduar","Falakata","Falakata Kathmill","Birpara Facing","Wall Wrap","NL",22,10,1,"1",220,"Star Communication",BRV024,"Falakata Kathmill (Birpara Facing)",Y
WBWRP038,"West Bengal","Alipurduar","Falakata","Satpukuria","Madarihut Facing","Wall Wrap","NL",12,9,1,"1",108,"Star Communication",BRV024,"Satpukuria (Madarihut Facing)",Y
WBWRP039,"West Bengal","Alipurduar","Falakata","5th Mile","Madarihut Facing","Wall Wrap","NL",26,8,1,"1",208,"Star Communication",BRV024,"5th Mile (Madarihut Facing)",Y
WBWRP040,"West Bengal","Alipurduar","Falakata","7.5 Mile","Madarihut Facing","Wall Wrap","NL",21,8,1,"1",168,"Star Communication",BRV024,"7.5 Mile (Madarihut Facing)",Y
WBWRP041,"West Bengal","Alipurduar","Falakata","9th Mile","Madarihut Facing","Wall Wrap","NL",21,10,1,"1",210,"Star Communication",BRV024,"9th Mile (Madarihut Facing)",Y
WBWRP042,"West Bengal","Alipurduar","Jaigaon","Madari Hut","Madarihut Facing","Wall Wrap","NL",22,8,1,"1",176,"Star Communication",BRV024,"Madari Hut (Madarihut Facing)",Y
WBWRP043,"West Bengal","Alipurduar","Jaigaon","Dalshing Para","Jaigaon Facing","Wall Wrap","NL",16,7,1,"1",112,"Star Communication",BRV024,"Dalshing Para (Jaigaon Facing)",Y
WBWRP044,"West Bengal","Alipurduar","Jaigaon","Bhulan tarning -2","Jaigaon Facing","Wall Wrap","NL",21,7,1,"1",147,"Star Communication",BRV024,"Bhulan tarning -2 (Jaigaon Facing)",Y
WBWRP045,"West Bengal","Alipurduar","Birpara","Ethalbari","Birpara Facing","Wall Wrap","NL",26,8,1,"1",208,"Star Communication",BRV024,"Ethalbari (Birpara Facing)",Y
WBWRP046,"West Bengal","Alipurduar","Jaigaon","Rangbahadur Basti","Jaigaon Facing","Wall Wrap","NL",22,8,1,"1",176,"Star Communication",BRV024,"Rangbahadur Basti (Jaigaon Facing)",Y
WBWRP047,"West Bengal","Alipurduar","Jaigaon","Madari Road","Jaigaon Facing","Wall Wrap","NL",23,8,1,"1",184,"Star Communication",BRV024,"Madari Road  (Jaigaon Facing)",Y
WBWRP048,"West Bengal","Alipurduar","Jaigaon","Nimti","Alipur Facing","Wall Wrap","NL",20,9,1,"1",180,"Star Communication",BRV024,"Nimti (Alipur Facing)",Y
WBWRP049,"West Bengal","Alipurduar","Alipur","Damanpur","Alipur Facing","Wall Wrap","NL",26,8,1,"1",208,"Star Communication",BRV024,"Damanpur (Alipur Facing)",Y
WBWRP050,"West Bengal","Alipurduar","Alipur","Hasimara, Gurudwara","Alipur Facing","Wall Wrap","NL",22,9,1,"1",198,"Star Communication",BRV024,"Hasimara, Gurudwara (Alipur Facing)",Y
WBWRP051,"West Bengal","Alipurduar","Alipur","Changpara","Alipur Facing","Wall Wrap","NL",19,9,1,"1",171,"Star Communication",BRV024,"Changpara (Alipur Facing)",Y
WBWRP052,"West Bengal","Jalpaiguri","Japaiguri","Uttar Gosaihat","Towards Dhupguri","Wall Wrap","NL",30,11,1,"1",330,"Ocean Ad",BRV029,"Uttar Gosaihat (Towards Dhupguri)",Y
WBWRP053,"West Bengal","Jalpaiguri","Japaiguri","Uttar Saripaguri","Towards Kranti","Wall Wrap","NL",30,7,1,"1",210,"Ocean Ad",BRV029,"Uttar Saripaguri (Towards Kranti)",Y
WBWRP054,"West Bengal","Japaiguri","Japaiguri","Binnaguri","Towards telipara","Wall Wrap","NL",20,18,1,"1",360,"Ocean Ad",BRV029,"Binnaguri (Towards telipara)",Y
WBWRP055,"West Bengal","Jalpaiguri","Japaiguri","Dhupguri Road","Towards Falakata","Wall Wrap","NL",25,10,1,"1",250,"Ocean Ad",BRV029,"Dhupguri Road (Towards Falakata)",Y
WBWRP056,"West Bengal","Jalpaiguri","Japaiguri","Nagrakata","Towards Chalsa","Wall Wrap","NL",15,20,1,"1",300,"Ocean Ad",BRV029,"Nagrakata (Towards Chalsa)",Y
WBWRP057,"West Bengal","Jalpaiguri","Japaiguri","Dhupguri Road","Towards Falakata","Wall Wrap","NL",20,10,1,"1",200,"Ocean Ad",BRV029,"Dhupguri Road (Towards Falakata)",Y
WBWRP058,"West Bengal","Jalpaiguri","Japaiguri","Odlabari","Towards Kranti","Wall Wrap","NL",22,7,1,"1",154,"Ocean Ad",BRV029,"Odlabari (Towards Kranti)",Y
WBWRP059,"West Bengal","Japaiguri","Japaiguri","Malbazar Caltex More","Towards Damdim","Wall Wrap","NL",20,7,1,"1",140,"Ocean Ad",BRV029,"Malbazar Caltex More (Towards Damdim)",Y
WBWRP060,"West Bengal","Japaiguri","Japaiguri","MalbazarBus Stand","Towards Sukhani basti","Wall Wrap","NL",20,7,1,"1",140,"Ocean Ad",BRV029,"MalbazarBus Stand  (Towards Sukhani basti)",Y
WBWRP061,"West Bengal","Jalpaiguri","Japaiguri","Dalimpur","Towards Falakata","Wall Wrap","NL",40,7,1,"1",280,"Ocean Ad",BRV029,"Dalimpur (Towards Falakata)",Y
WBWRP062,"West Bengal","Jalpaiguri","Japaiguri","Jateswar","Towards Birpara","Wall Wrap","NL",50,5,1,"1",250,"Ocean Ad",BRV029,"Jateswar (Towards Birpara)",Y
WBWRP063,"West Bengal","Jalpaiguri","Japaiguri","Dhupguri Road","Towards Dhupguri","Wall Wrap","NL",80,5,1,"1",400,"Ocean Ad",BRV029,"Dhupguri Road (Towards Dhupguri)",Y
WBWRP064,"West Bengal","Jalpaiguri","Japaiguri","Kathalguri","Towards Kranti","Wall Wrap","NL",120,6,1,"1",720,"Ocean Ad",BRV029,"Kathalguri (Towards Kranti)",Y
WBWRP065,"West Bengal","Jalpaiguri","Japaiguri","Kathalguri","Towards Birpara","Wall Wrap","NL",140,6,1,"1",840,"Ocean Ad",BRV029,"Kathalguri (Towards Birpara)",Y
WBWRP066,"West Bengal","Japaiguri","Japaiguri","Dhupguri Road","Towards Falakata","Wall Wrap","NL",25,7,1,"1",175,"Ocean Ad",BRV029,"Dhupguri Road (Towards Falakata)",Y
WBWRP067,"West Bengal","Japaiguri","Japaiguri","Deomari","Towards Banarhat","Wall Wrap","NL",18,9,1,"1",162,"Ocean Ad",BRV029,"Deomari (Towards Banarhat)",Y
WBWRP068,"West Bengal","Japaiguri","Japaiguri","Mallick Shobha","Towards Telipara","Wall Wrap","NL",15,10,1,"1",150,"Ocean Ad",BRV029,"Mallick Shobha (Towards Telipara)",Y
WBWRP069,"West Bengal","Jalpaiguri","Japaiguri","Dhupguri Road","Towards Dhupguri","Wall Wrap","NL",20,8,1,"1",160,"Ocean Ad",BRV029,"Dhupguri Road (Towards Dhupguri)",Y
WBWRP070,"West Bengal","Japaiguri","Japaiguri","national Highway 517","Towards Nagrakata","Wall Wrap","NL",20,10,1,"1",200,"Ocean Ad",BRV029,"national Highway 517 (Towards Nagrakata)",Y
WBWRP071,"West Bengal","Jalpaiguri","Japaiguri","Jhajangi","Towards Falakata","Wall Wrap","NL",25,9,1,"1",225,"Ocean Ad",BRV029,"Jhajangi (Towards Falakata)",Y
WBWRP072,"West Bengal","Jalpaiguri","Japaiguri","Jateswar","Towards Falakata","Wall Wrap","NL",50,8,1,"1",400,"Ocean Ad",BRV029,"Jateswar (Towards Falakata)",Y
WBWRP073,"West Bengal","Jalpaiguri","Japaiguri","Jateswar","Towards Birpara","Wall Wrap","NL",80,8,1,"1",640,"Ocean Ad",BRV029,"Jateswar (Towards Birpara)",Y
WBWRP074,"West Bengal","Jalpaiguri","Japaiguri","Jhar Majhgram","Towards Kranti","Wall Wrap","NL",110,10,1,"1",1100,"Ocean Ad",BRV029,"Jhar Majhgram (Towards Kranti)",Y
WBWRP075,"West Bengal","Japaiguri","Japaiguri","goyarkata road","Towards Nagrakata","Wall Wrap","NL",25,9,1,"1",225,"Ocean Ad",BRV029,"goyarkata road (Towards Nagrakata)",Y
WBWRP076,"West Bengal","CoochBehar","CoochBehar","Tufanganj Toll Gage","Towards Tufanganj","Wall Wrap","NL",20,10,1,"1",200,"Ocean Ad",BRV029,"Tufanganj Toll Gage (Towards Tufanganj)",Y
WBWRP077,"West Bengal","CoochBehar","CoochBehar","Kauerdara","Towards Sitai Road","Wall Wrap","NL",25,8,1,"1",200,"Ocean Ad",BRV029,"Kauerdara (Towards Sitai Road)",Y
WBWRP078,"West Bengal","CoochBehar","CoochBehar","baneswar","Towards Baneswar","Wall Wrap","NL",18,8,1,"1",144,"Ocean Ad",BRV029,"baneswar (Towards Baneswar)",Y
WBWRP079,"West Bengal","CoochBehar","CoochBehar","Sonari","Towards Baneswar","Wall Wrap","NL",30,7,1,"1",210,"Ocean Ad",BRV029,"Sonari (Towards Baneswar)",Y
WBWRP080,"West Bengal","CoochBehar","CoochBehar","Madhupur Dham More","Towards khagrabari","Wall Wrap","NL",18,8,1,"1",144,"Ocean Ad",BRV029,"Madhupur Dham More (Towards khagrabari)",Y
WBWRP081,"West Bengal","CoochBehar","CoochBehar","Shiv Mandir","Towards Chakchaka","Wall Wrap","NL",18,8,1,"1",144,"Ocean Ad",BRV029,"Shiv Mandir (Towards Chakchaka)",Y
WBWRP082,"West Bengal","CoochBehar","CoochBehar","Rajarhat Choupathi","Towards tufanganj tole gate","Wall Wrap","NL",20,10,1,"1",200,"Ocean Ad",BRV029,"Rajarhat Choupathi (Towards tufanganj tole gate)",Y
WBWRP083,"West Bengal","CoochBehar","CoochBehar","RAMHARI More","Towards tufanganj","Wall Wrap","NL",20,10,1,"1",200,"Ocean Ad",BRV029,"RAMHARI More (Towards tufanganj)",Y
WBWRP084,"West Bengal","CoochBehar","CoochBehar","Chilakhana","Towards Baburhat","Wall Wrap","NL",18,8,1,"1",144,"Ocean Ad",BRV029,"Chilakhana (Towards Baburhat)",Y
WBWRP085,"West Bengal","CoochBehar","CoochBehar","Sonari","Towards Coochbehar","Wall Wrap","NL",30,7,1,"1",210,"Ocean Ad",BRV029,"Sonari (Towards Coochbehar)",Y
WBWRP086,"West Bengal","CoochBehar","CoochBehar","Maruganj","Towards Tufanganj","Wall Wrap","NL",18,8,1,"1",144,"Ocean Ad",BRV029,"Maruganj (Towards Tufanganj)",Y
WBWRP087,"West Bengal","CoochBehar","CoochBehar","Kholta Railgate","Towards Birpara","Wall Wrap","NL",30,7,1,"1",210,"Ocean Ad",BRV029,"Kholta Railgate (Towards Birpara)",Y
WBWRP088,"West Bengal","CoochBehar","CoochBehar","Balarampur choupathi","Towards Coochbehar","Wall Wrap","NL",25,8,1,"1",200,"Ocean Ad",BRV029,"Balarampur choupathi (Towards Coochbehar)",Y
WBWRP089,"West Bengal","Jalpaiguri","Moynaguri","BDO office more","BDO office","Wall Wrap","NL",90,8,1,"1",720,"Bigyapon",BRV065,"BDO office more (BDO office)",N
WBWRP090,"West Bengal","Jalpaiguri","Moynaguri","Jamalda more","Dhupguri","Wall Wrap","NL",60,8,1,"1",480,"Bigyapon",BRV065,"Jamalda more (Dhupguri)",N
WBWRP091,"West Bengal","Coochbehar","Jamalda","Main road","Coochbehar","Wall Wrap","NL",45,9,1,"1",405,"Bigyapon",BRV065,"Main road (Coochbehar)",N
WBWRP092,"West Bengal","Coochbehar","Jamalda","Nagar Lalbazar","Towards Mathabhanga","Wall Wrap","NL",35,8,1,"1",280,"Ocean Ad",BRV029,"Nagar Lalbazar (Towards Mathabhanga)",Y
WBWRP093,"West Bengal","Coochbehar","Bhotpatty","Town Entry","Station","Wall Wrap","NL",25,8,1,"1",200,"Bigyapon",BRV065,"Town Entry (Station)",N
WBWRP094,"West Bengal","Coochbehar","Changrabandha","Amtala","Towards Sitalkuchi","Wall Wrap","NL",40,8,1,"1",320,"Ocean Ad",BRV029,"Amtala (Towards Sitalkuchi)",Y
WBWRP095,"West Bengal","Coochbehar","Mathabanga","Chilkirhat","Towards Sitai","Wall Wrap","NL",30,8,1,"1",240,"Ocean Ad",BRV029,"Chilkirhat (Towards Sitai)",Y
WBWRP096,"West Bengal","Coochbehar","Mathabanga","Sitalkuchi","Towards Gosanimari","Wall Wrap","NL",30,8,1,"1",240,"Ocean Ad",BRV029,"Sitalkuchi (Towards Gosanimari)",Y
WBWRP097,"West Bengal","Coochbehar","Nishigunj","Sitalkuchi","Towards Sitalkuchi","Wall Wrap","NL",22,10,1,"1",220,"Ocean Ad",BRV029,"Sitalkuchi (Towards Sitalkuchi)",Y
WBWRP098,"West Bengal","Coochbehar","Nishigunj","Pundibari","Towards Coochbehar","Wall Wrap","NL",25,10,1,"1",250,"Ocean Ad",BRV029,"Pundibari (Towards Coochbehar)",Y
WBWRP099,"West Bengal","Coochbehar","Nishigunj","Kholta","Towards Alipurduar","Wall Wrap","NL",25,10,1,"1",250,"Ocean Ad",BRV029,"Kholta (Towards Alipurduar)",Y
WBWRP100,"West Bengal","Coochbehar","Prosarihut","Sikarpur","Towards Sitalkuchi","Wall Wrap","NL",48,9,1,"1",432,"Ocean Ad",BRV029,"Sikarpur (Towards Sitalkuchi)",Y
WBWRP101,"West Bengal","Coochbehar","Prosarihut","Rashidanga Dwitia khanda","Towards Sitai","Wall Wrap","NL",30,10,1,"1",300,"Ocean Ad",BRV029,"Rashidanga Dwitia khanda (Towards Sitai)",Y
WBWRP102,"West Bengal","Coochbehar","Gosanimari","Market","Market","Wall Wrap","NL",22,8,1,"1",176,"Bigyapon",BRV065,"Market (Market)",N
WBWRP103,"West Bengal","Coochbehar","Gosanimari","Dudher Kuthi","Towards nishiganj","Wall Wrap","NL",25,10,1,"1",250,"Ocean Ad",BRV029,"Dudher Kuthi (Towards nishiganj)",Y
WBWRP104,"West Bengal","Coochbehar","Gosanimari","Gopalpur","Towards Baneswar","Wall Wrap","NL",25,10,1,"1",250,"Ocean Ad",BRV029,"Gopalpur (Towards Baneswar)",Y
WBWRP105,"West Bengal","Coochbehar","Gosanimari","Town Entry","Dinhata","Wall Wrap","NL",22,9,1,"1",198,"Bigyapon",BRV065,"Town Entry (Dinhata)",N
WBWRP106,"West Bengal","Coochbehar","Sitai","Sitalkuchi","Towards Sitalkuchi","Wall Wrap","NL",50,8,1,"1",400,"Ocean Ad",BRV029,"Sitalkuchi (Towards Sitalkuchi)",Y
WBWRP107,"West Bengal","Coochbehar","Sitai","Gosani road","Sitai","Wall Wrap","NL",18,8,1,"1",144,"Bigyapon",BRV065,"Gosani road (Sitai)",N
WBWRP108,"West Bengal","Coochbehar","Sitai","Rajarhat","Towards Pundibari","Wall Wrap","NL",36,10,1,"1",360,"Ocean Ad",BRV029,"Rajarhat (Towards Pundibari)",Y
WBWRP109,"West Bengal","Coochbehar","Sitalkuchi","Nishiganj","Towards Mathabhanga","Wall Wrap","NL",30,8,1,"1",240,"Ocean Ad",BRV029,"Nishiganj (Towards Mathabhanga)",Y
WBWRP110,"West Bengal","Coochbehar","Sitalkuchi","Sikarpur","Towards shikarpur","Wall Wrap","NL",50,12,1,"1",600,"Ocean Ad",BRV029,"Sikarpur (Towards shikarpur)",Y
WBWRP111,"WEST BENGAL","UTTAR DINAJPUR","TUNGIDIGHI","TUNGIDIGHI","Raiganj","Wall Wrap","NL",14,10,1,"1",140,"Add Point",BRV061,"TUNGIDIGHI (Raiganj)",N
WBWRP112,"WEST BENGAL","UTTAR DINAJPUR","KARANDIGHI","KARANDIGHI","Dalkhola","Wall Wrap","NL",12,10,1,"1",120,"Add Point",BRV061,"KARANDIGHI (Dalkhola)",N
WBWRP113,"WEST BENGAL","UTTAR DINAJPUR","KODALVANGA","KODALVANGA","Raiganj","Wall Wrap","NL",20,10,1,"1",200,"Add Point",BRV061,"KODALVANGA (Raiganj)",N
WBWRP114,"WEST BENGAL","UTTAR DINAJPUR","BHURRI","BHURRI","Raiganj","Wall Wrap","NL",25,10,1,"1",250,"Add Point",BRV061,"BHURRI (Raiganj)",N
WBWRP115,"WEST BENGAL","UTTAR DINAJPUR","BIHINAGAR","BIHINAGAR","Raiganj","Wall Wrap","NL",12,10,1,"1",120,"Add Point",BRV061,"BIHINAGAR (Raiganj)",N
WBWRP116,"WEST BENGAL","UTTAR DINAJPUR","CHECKPOST","CHECKPOST","Malda","Wall Wrap","NL",26,9,1,"1",234,"Add Point",BRV061,"CHECKPOST (Malda)",N
WBWRP117,"WEST BENGAL","UTTAR DINAJPUR","BANGAR","BANGAR","Malda","Wall Wrap","NL",14,10,1,"1",140,"Add Point",BRV061,"BANGAR (Malda)",N
WBWRP118,"WEST BENGAL","UTTAR DINAJPUR","KARANDIGHI","KARANDIGHI","Dalkhola","Wall Wrap","NL",24,12,1,"1",288,"Add Point",BRV061,"KARANDIGHI (Dalkhola)",N
WBOOH123,"West Bengal","Jalpaiguri","Moynaguri","Bypass","Dhupguri","Hoarding","NL",40,30,1,"1",1200,"Artman Advertising",BRV026,"Bypass (Dhupguri)",Y
WBOOH124,"West Bengal","Jalpaiguri","Moynaguri","Bypass","Siliguri","Hoarding","NL",45,30,1,"1",1350,"Artman Advertising",BRV026,"Bypass (Siliguri)",Y
WBOOH125,"West Bengal","Jalpaiguri","Moynaguri","Toll Gate","Siliguri","Hoarding","NL",25,24,1,"1",600,"Artman Advertising",BRV026,"Toll Gate (Siliguri)",N
WBWRP119,"West Bengal","Uttar Dinajpur","Islampur","Barodhia","Barodhia","Wall Wrap","NL",100,9,1,"1",900,"Bigyapon",BRV065,"Barodhia (Barodhia)",N
WBWRP120,"West Bengal","Uttar Dinajpur","Islampur","Bidhan nagar","Bidhan nagar","Wall Wrap","NL",40,6,1,"1",240,"Bigyapon",BRV065,"Bidhan nagar (Bidhan nagar)",N
WBWRP121,"West Bengal","Uttar Dinajpur","Islampur","Chakulia","Entry fcg, Roshakhawa","Wall Wrap","NL",35,10,1,"1",350,"Bigyapon",BRV065,"Chakulia (Entry fcg, Roshakhawa)",N
WBWRP122,"West Bengal","Uttar Dinajpur","Islampur","Chakulia","Town entry fcg, Kisangunj","Wall Wrap","NL",30,10,1,"1",300,"Bigyapon",BRV065,"Chakulia (Town entry fcg, Kisangunj)",N
WBWRP123,"West Bengal","Uttar Dinajpur","Islampur","Chakulia","Chakulia","Wall Wrap","NL",35,10,1,"1",350,"Bigyapon",BRV065,"Chakulia (Chakulia)",N
WBWRP124,"West Bengal","Uttar Dinajpur","Islampur","Dalkhola","Dalkhola","Wall Wrap","NL",35,10,1,"1",350,"Bigyapon",BRV065,"Dalkhola (Dalkhola)",N
BHWRP001,"Bihar","Kishanganj","Kishanganj","Noori Chowk","High way","Wall Wrap","NL",28,13,1,"1",364,"SAMARPAN ENTERPRISES",BRV049,"Noori Chowk (High way)",Y
