COMPANY NAME,Product Name in SFA,Branch Code,Branch Name,Active,PRODUCT TYPE
,ULTRATECH,EE01,KISHANGANJ,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,EE01,KISHANGANJ,yes,OTHER COMPETITOR
,ULTRATECH SUPER,EE01,KISHANGANJ,yes,BENCHMARK COMPETITOR
,DALMIA DSP,EE01,KISHANGANJ,yes,OTHER COMPETITOR
,STAR CEMENT PSC,EE01,KISHANGANJ,no,
,STAR ANTI RUST CEMENT,EE01,KISHANGANJ,no,
,STAR CEMENT OPC 43,EE01,KISHANGANJ,no,
,STAR CEMENT PPC,EE01,KISHANGANJ,no,
,STAR CEMENT PPC(ADSTAR),EE01,KISHANGANJ,yes,MANDATORY STAR
,STAR CEMENT ANTIRUST,EE01,KISHANGANJ,no,OPTIONAL STAR
,STAR CEMENT PSC(ADSTAR),EE01,KISHANGANJ,no,
,AMBUJA ADSTAR,EE01,KISHANGANJ,yes,OTHER COMPETITOR
,ACC ADSTAR,EE01,KISHANGANJ,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),EE01,KISHANGANJ,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,EE01,KISHANGANJ,yes,OPTIONAL STAR
,ACC HPC,EE02,KATIHAR & PURNIA,yes,
,LAFARGE PSC,EE02,KATIHAR & PURNIA,no,
,LAFARGE CONCRETO,EE02,KATIHAR & PURNIA,no,
,BIRLA GOLD,EE02,KATIHAR & PURNIA,no,
,ULTRA TECH,EE02,KATIHAR & PURNIA,no,
,SHREE,EE02,KATIHAR & PURNIA,yes,
,BANGUR,EE02,KATIHAR & PURNIA,yes,
,ACC F2R,EE02,KATIHAR & PURNIA,yes,
,DALMIA,EE02,KATIHAR & PURNIA,yes,
,STAR ANTIRUST,EE02,KATIHAR & PURNIA,no,
,AMBUJA PLUS,EE02,KATIHAR & PURNIA,yes,
,UTRATECH SUPER,EE02,KATIHAR & PURNIA,no,
,UTRATECH PREMIUM,EE02,KATIHAR & PURNIA,no,
,NUVOCO,EE02,KATIHAR & PURNIA,no,
,RAMCO,EE02,KATIHAR & PURNIA,yes,
,JSW,EE02,KATIHAR & PURNIA,yes,
,EMAMI,EE02,KATIHAR & PURNIA,no,
,STAR,EE02,KATIHAR & PURNIA,no,
,STAR PPC,EE02,KATIHAR & PURNIA,no,
,STAR PSC,EE02,KATIHAR & PURNIA,no,
,AMBUJA,EE02,KATIHAR & PURNIA,yes,
,EMAMI DOUBLE BULL,EE02,KATIHAR & PURNIA,no,
,BIRLA SAMRAT,EE02,KATIHAR & PURNIA,no,
,NUVOCO DOUBLE BULL,EE02,KATIHAR & PURNIA,yes,
,KONARK DALMIA,EE02,KATIHAR & PURNIA,no,
,NUVOCO CONCRETO,EE02,KATIHAR & PURNIA,yes,
,NUVOCO DURAGUARD,EE02,KATIHAR & PURNIA,yes,
,ULTRATECH,EE02,KATIHAR & PURNIA,yes,
,ULTRATECH PREMIUM,EE02,KATIHAR & PURNIA,yes,
,ULTRATECH SUPER,EE02,KATIHAR & PURNIA,yes,
,DALMIA DSP,EE02,KATIHAR & PURNIA,yes,
,STAR CEMENT PSC,EE02,KATIHAR & PURNIA,no,
,STAR ANTI RUST CEMENT,EE02,KATIHAR & PURNIA,no,
,STAR CEMENT OPC 43,EE02,KATIHAR & PURNIA,yes,
,STAR CEMENT PPC,EE02,KATIHAR & PURNIA,yes,
,STAR CEMENT PPC(ADSTAR),EE02,KATIHAR & PURNIA,yes,
,STAR CEMENT ANTIRUST,EE02,KATIHAR & PURNIA,yes,
,STAR CEMENT PSC(ADSTAR),EE02,KATIHAR & PURNIA,no,
,ACC HPC,EE03,SAHARSA,yes,OTHER COMPETITOR
,LAFARGE PSC,EE03,SAHARSA,no,
,LAFARGE CONCRETO,EE03,SAHARSA,no,
,BIRLA GOLD,EE03,SAHARSA,no,
,ULTRA TECH,EE03,SAHARSA,no,
,SHREE,EE03,SAHARSA,yes,OTHER COMPETITOR
,BANGUR,EE03,SAHARSA,yes,OTHER COMPETITOR
,ACC F2R,EE03,SAHARSA,yes,OTHER COMPETITOR
,DALMIA,EE03,SAHARSA,yes,OTHER COMPETITOR
,STAR ANTIRUST,EE03,SAHARSA,no,
,AMBUJA PLUS,EE03,SAHARSA,yes,OTHER COMPETITOR
,UTRATECH SUPER,EE03,SAHARSA,no,
,UTRATECH PREMIUM,EE03,SAHARSA,no,
,NUVOCO,EE03,SAHARSA,no,
,RAMCO,EE03,SAHARSA,yes,OTHER COMPETITOR
,JSW,EE03,SAHARSA,yes,OTHER COMPETITOR
,EMAMI,EE03,SAHARSA,no,
,STAR,EE03,SAHARSA,no,
,STAR PPC,EE03,SAHARSA,no,
,STAR PSC,EE03,SAHARSA,no,
,AMBUJA,EE03,SAHARSA,yes,OTHER COMPETITOR
,EMAMI DOUBLE BULL,EE03,SAHARSA,no,
,BIRLA SAMRAT,EE03,SAHARSA,no,
,NUVOCO DOUBLE BULL,EE03,SAHARSA,yes,OTHER COMPETITOR
,KONARK DALMIA,EE03,SAHARSA,no,
,NUVOCO CONCRETO,EE03,SAHARSA,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,EE03,SAHARSA,yes,OTHER COMPETITOR
,ULTRATECH,EE03,SAHARSA,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,EE03,SAHARSA,yes,OTHER COMPETITOR
,ULTRATECH SUPER,EE03,SAHARSA,yes,BENCHMARK COMPETITOR
,DALMIA DSP,EE03,SAHARSA,yes,OTHER COMPETITOR
,STAR CEMENT PSC,EE03,SAHARSA,no,
,STAR ANTI RUST CEMENT,EE03,SAHARSA,no,
,STAR CEMENT OPC 43,EE03,SAHARSA,no,
,STAR CEMENT PPC,EE03,SAHARSA,yes,OPTIONAL STAR
,STAR CEMENT PPC(ADSTAR),EE03,SAHARSA,yes,MANDATORY STAR
,STAR CEMENT ANTIRUST,EE03,SAHARSA,no,OPTIONAL STAR
,STAR CEMENT PSC(ADSTAR),EE03,SAHARSA,no,
,AMBUJA ADSTAR,EE03,SAHARSA,yes,OTHER COMPETITOR
,ACC ADSTAR,EE03,SAHARSA,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),EE03,SAHARSA,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,EE03,SAHARSA,yes,OPTIONAL STAR
,AMBUJA ADSTAR,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,ACC ADSTAR,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),EE04,BHAGALPUR,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,EE04,BHAGALPUR,yes,OPTIONAL STAR
,ACC HPC,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,LAFARGE PSC,EE04,BHAGALPUR,no,
,LAFARGE CONCRETO,EE04,BHAGALPUR,no,
,BIRLA GOLD,EE04,BHAGALPUR,no,
,ULTRA TECH,EE04,BHAGALPUR,no,
,SHREE,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,BANGUR,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,ACC F2R,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,DALMIA,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,STAR ANTIRUST,EE04,BHAGALPUR,no,
,AMBUJA PLUS,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,UTRATECH SUPER,EE04,BHAGALPUR,no,
,UTRATECH PREMIUM,EE04,BHAGALPUR,no,
,NUVOCO,EE04,BHAGALPUR,no,
,RAMCO,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,JSW,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,EMAMI,EE04,BHAGALPUR,no,
,STAR,EE04,BHAGALPUR,no,
,STAR PPC,EE04,BHAGALPUR,no,
,STAR PSC,EE04,BHAGALPUR,no,
,AMBUJA,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,EMAMI DOUBLE BULL,EE04,BHAGALPUR,no,
,BIRLA SAMRAT,EE04,BHAGALPUR,no,
,NUVOCO DOUBLE BULL,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,KONARK DALMIA,EE04,BHAGALPUR,no,
,NUVOCO CONCRETO,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,ULTRATECH,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,ULTRATECH SUPER,EE04,BHAGALPUR,yes,BENCHMARK COMPETITOR
,DALMIA DSP,EE04,BHAGALPUR,yes,OTHER COMPETITOR
,STAR CEMENT PSC,EE04,BHAGALPUR,no,
,STAR ANTI RUST CEMENT,EE04,BHAGALPUR,no,
,STAR CEMENT OPC 43,EE04,BHAGALPUR,no,
,STAR CEMENT PPC,EE04,BHAGALPUR,yes,OPTIONAL STAR
,STAR CEMENT PPC(ADSTAR),EE04,BHAGALPUR,yes,MANDATORY STAR
,STAR CEMENT ANTIRUST,EE04,BHAGALPUR,no,OPTIONAL STAR
,STAR CEMENT PSC(ADSTAR),EE04,BHAGALPUR,no,
,ACC HPC,EE05,LAXISARAI,yes,
,LAFARGE PSC,EE05,LAXISARAI,no,
,LAFARGE CONCRETO,EE05,LAXISARAI,no,
,BIRLA GOLD,EE05,LAXISARAI,no,
,ULTRA TECH,EE05,LAXISARAI,no,
,SHREE,EE05,LAXISARAI,yes,
,BANGUR,EE05,LAXISARAI,yes,
,ACC F2R,EE05,LAXISARAI,yes,
,DALMIA,EE05,LAXISARAI,yes,
,STAR ANTIRUST,EE05,LAXISARAI,no,
,AMBUJA PLUS,EE05,LAXISARAI,yes,
,UTRATECH SUPER,EE05,LAXISARAI,no,
,UTRATECH PREMIUM,EE05,LAXISARAI,no,
,NUVOCO,EE05,LAXISARAI,no,
,RAMCO,EE05,LAXISARAI,yes,
,JSW,EE05,LAXISARAI,yes,
,EMAMI,EE05,LAXISARAI,no,
,STAR,EE05,LAXISARAI,no,
,STAR PPC,EE05,LAXISARAI,no,
,STAR PSC,EE05,LAXISARAI,no,
,AMBUJA,EE05,LAXISARAI,yes,
,EMAMI DOUBLE BULL,EE05,LAXISARAI,no,
,BIRLA SAMRAT,EE05,LAXISARAI,no,
,NUVOCO DOUBLE BULL,EE05,LAXISARAI,yes,
,KONARK DALMIA,EE05,LAXISARAI,no,
,NUVOCO CONCRETO,EE05,LAXISARAI,yes,
,NUVOCO DURAGUARD,EE05,LAXISARAI,yes,
,ULTRATECH,EE05,LAXISARAI,yes,
,ULTRATECH PREMIUM,EE05,LAXISARAI,yes,
,ULTRATECH SUPER,EE05,LAXISARAI,yes,
,DALMIA DSP,EE05,LAXISARAI,yes,
,STAR CEMENT PSC,EE05,LAXISARAI,no,
,STAR ANTI RUST CEMENT,EE05,LAXISARAI,no,
,STAR CEMENT OPC 43,EE05,LAXISARAI,yes,
,STAR CEMENT PPC,EE05,LAXISARAI,yes,
,STAR CEMENT PPC(ADSTAR),EE05,LAXISARAI,yes,
,STAR CEMENT ANTIRUST,EE05,LAXISARAI,yes,
,STAR CEMENT PSC(ADSTAR),EE05,LAXISARAI,no,
,ACC HPC,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,LAFARGE PSC,EE06,BEGUSARAI,no,
,LAFARGE CONCRETO,EE06,BEGUSARAI,no,
,BIRLA GOLD,EE06,BEGUSARAI,no,
,ULTRA TECH,EE06,BEGUSARAI,no,
,SHREE,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,BANGUR,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,ACC F2R,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,DALMIA,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,STAR ANTIRUST,EE06,BEGUSARAI,no,
,AMBUJA PLUS,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,UTRATECH SUPER,EE06,BEGUSARAI,no,
,UTRATECH PREMIUM,EE06,BEGUSARAI,no,
,NUVOCO,EE06,BEGUSARAI,no,
,RAMCO,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,JSW,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,EMAMI,EE06,BEGUSARAI,no,
,STAR,EE06,BEGUSARAI,no,
,STAR PPC,EE06,BEGUSARAI,no,
,STAR PSC,EE06,BEGUSARAI,no,
,AMBUJA,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,EMAMI DOUBLE BULL,EE06,BEGUSARAI,no,
,BIRLA SAMRAT,EE06,BEGUSARAI,no,
,NUVOCO DOUBLE BULL,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,KONARK DALMIA,EE06,BEGUSARAI,no,
,NUVOCO CONCRETO,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,ULTRATECH,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,ULTRATECH SUPER,EE06,BEGUSARAI,yes,BENCHMARK COMPETITOR
,DALMIA DSP,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,STAR CEMENT PSC,EE06,BEGUSARAI,no,
,STAR ANTI RUST CEMENT,EE06,BEGUSARAI,no,
,STAR CEMENT OPC 43,EE06,BEGUSARAI,no,
,STAR CEMENT PPC,EE06,BEGUSARAI,yes,OPTIONAL STAR
,STAR CEMENT PPC(ADSTAR),EE06,BEGUSARAI,yes,MANDATORY STAR
,STAR CEMENT ANTIRUST,EE06,BEGUSARAI,no,OPTIONAL STAR
,STAR CEMENT PSC(ADSTAR),EE06,BEGUSARAI,no,
,AMBUJA ADSTAR,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,ACC ADSTAR,EE06,BEGUSARAI,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),EE06,BEGUSARAI,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,EE06,BEGUSARAI,yes,OPTIONAL STAR
,ACC HPC,EE07,KHAGARIA,yes,
,LAFARGE PSC,EE07,KHAGARIA,no,
,LAFARGE CONCRETO,EE07,KHAGARIA,no,
,BIRLA GOLD,EE07,KHAGARIA,no,
,ULTRA TECH,EE07,KHAGARIA,no,
,SHREE,EE07,KHAGARIA,yes,
,BANGUR,EE07,KHAGARIA,yes,
,ACC F2R,EE07,KHAGARIA,yes,
,DALMIA,EE07,KHAGARIA,yes,
,STAR ANTIRUST,EE07,KHAGARIA,no,
,AMBUJA PLUS,EE07,KHAGARIA,yes,
,UTRATECH SUPER,EE07,KHAGARIA,no,
,UTRATECH PREMIUM,EE07,KHAGARIA,no,
,NUVOCO,EE07,KHAGARIA,no,
,RAMCO,EE07,KHAGARIA,yes,
,JSW,EE07,KHAGARIA,yes,
,EMAMI,EE07,KHAGARIA,no,
,STAR,EE07,KHAGARIA,no,
,STAR PPC,EE07,KHAGARIA,no,
,STAR PSC,EE07,KHAGARIA,no,
,AMBUJA,EE07,KHAGARIA,yes,
,EMAMI DOUBLE BULL,EE07,KHAGARIA,no,
,BIRLA SAMRAT,EE07,KHAGARIA,no,
,NUVOCO DOUBLE BULL,EE07,KHAGARIA,yes,
,KONARK DALMIA,EE07,KHAGARIA,no,
,NUVOCO CONCRETO,EE07,KHAGARIA,yes,
,NUVOCO DURAGUARD,EE07,KHAGARIA,yes,
,ULTRATECH,EE07,KHAGARIA,yes,
,ULTRATECH PREMIUM,EE07,KHAGARIA,yes,
,ULTRATECH SUPER,EE07,KHAGARIA,yes,
,DALMIA DSP,EE07,KHAGARIA,yes,
,STAR CEMENT PSC,EE07,KHAGARIA,no,
,STAR ANTI RUST CEMENT,EE07,KHAGARIA,no,
,STAR CEMENT OPC 43,EE07,KHAGARIA,yes,
,STAR CEMENT PPC,EE07,KHAGARIA,yes,
,STAR CEMENT PPC(ADSTAR),EE07,KHAGARIA,yes,
,STAR CEMENT ANTIRUST,EE07,KHAGARIA,yes,
,STAR CEMENT PSC(ADSTAR),EE07,KHAGARIA,no,
,ACC HPC,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,LAFARGE PSC,EE08,SAMASTIPUR,no,
,LAFARGE CONCRETO,EE08,SAMASTIPUR,no,
,BIRLA GOLD,EE08,SAMASTIPUR,no,
,ULTRA TECH,EE08,SAMASTIPUR,no,
,SHREE,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,BANGUR,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,ACC F2R,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,DALMIA,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,STAR ANTIRUST,EE08,SAMASTIPUR,no,
,AMBUJA PLUS,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,UTRATECH SUPER,EE08,SAMASTIPUR,no,
,UTRATECH PREMIUM,EE08,SAMASTIPUR,no,
,NUVOCO,EE08,SAMASTIPUR,no,
,RAMCO,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,JSW,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,EMAMI,EE08,SAMASTIPUR,no,
,STAR,EE08,SAMASTIPUR,no,
,STAR PPC,EE08,SAMASTIPUR,no,
,STAR PSC,EE08,SAMASTIPUR,no,
,AMBUJA,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,EMAMI DOUBLE BULL,EE08,SAMASTIPUR,no,
,BIRLA SAMRAT,EE08,SAMASTIPUR,no,
,NUVOCO DOUBLE BULL,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,KONARK DALMIA,EE08,SAMASTIPUR,no,
,NUVOCO CONCRETO,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,ULTRATECH,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,ULTRATECH SUPER,EE08,SAMASTIPUR,yes,
,DALMIA DSP,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,STAR CEMENT PSC,EE08,SAMASTIPUR,no,
,STAR ANTI RUST CEMENT,EE08,SAMASTIPUR,no,
,STAR CEMENT OPC 43,EE08,SAMASTIPUR,no,
,STAR CEMENT PPC,EE08,SAMASTIPUR,no,
,STAR CEMENT PPC(ADSTAR),EE08,SAMASTIPUR,no,
,STAR CEMENT ANTIRUST,EE08,SAMASTIPUR,no,
,STAR CEMENT PSC(ADSTAR),EE08,SAMASTIPUR,no,
,AMBUJA ADSTAR,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,ACC ADSTAR,EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),EE08,SAMASTIPUR,yes,OTHER COMPETITOR
,AMBUJA ADSTAR,EE09,KATIHAR,yes,OTHER COMPETITOR
,ACC ADSTAR,EE09,KATIHAR,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),EE09,KATIHAR,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,EE09,KATIHAR,yes,OPTIONAL STAR
,ACC HPC,EE09,KATIHAR,yes,OTHER COMPETITOR
,BIRLA GOLD,EE09,KATIHAR,no,
,SHREE,EE09,KATIHAR,yes,OTHER COMPETITOR
,BANGUR,EE09,KATIHAR,yes,OTHER COMPETITOR
,ACC F2R,EE09,KATIHAR,yes,OTHER COMPETITOR
,DALMIA,EE09,KATIHAR,yes,OTHER COMPETITOR
,AMBUJA PLUS,EE09,KATIHAR,yes,OTHER COMPETITOR
,RAMCO,EE09,KATIHAR,yes,OTHER COMPETITOR
,JSW,EE09,KATIHAR,yes,OTHER COMPETITOR
,AMBUJA,EE09,KATIHAR,yes,OTHER COMPETITOR
,BIRLA SAMRAT,EE09,KATIHAR,no,
,NUVOCO DOUBLE BULL,EE09,KATIHAR,yes,OTHER COMPETITOR
,KONARK DALMIA,EE09,KATIHAR,no,
,NUVOCO CONCRETO,EE09,KATIHAR,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,EE09,KATIHAR,yes,OTHER COMPETITOR
,ULTRATECH,EE09,KATIHAR,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,EE09,KATIHAR,yes,OTHER COMPETITOR
,ULTRATECH SUPER,EE09,KATIHAR,yes,BENCHMARK COMPETITOR
,DALMIA DSP,EE09,KATIHAR,yes,OTHER COMPETITOR
,STAR CEMENT OPC 43,EE09,KATIHAR,yes,
,STAR CEMENT PPC,EE09,KATIHAR,yes,OPTIONAL STAR
,STAR CEMENT PPC(ADSTAR),EE09,KATIHAR,yes,MANDATORY STAR
,STAR CEMENT ANTIRUST,EE09,KATIHAR,no,OPTIONAL STAR
,STAR CEMENT PSC(ADSTAR),EE09,KATIHAR,no,
,ACC HPC,EE10,PURNIA,yes,OTHER COMPETITOR
,BIRLA GOLD,EE10,PURNIA,no,
,SHREE,EE10,PURNIA,yes,OTHER COMPETITOR
,BANGUR,EE10,PURNIA,yes,OTHER COMPETITOR
,ACC F2R,EE10,PURNIA,yes,OTHER COMPETITOR
,DALMIA,EE10,PURNIA,yes,OTHER COMPETITOR
,AMBUJA PLUS,EE10,PURNIA,yes,OTHER COMPETITOR
,RAMCO,EE10,PURNIA,yes,OTHER COMPETITOR
,JSW,EE10,PURNIA,yes,OTHER COMPETITOR
,AMBUJA,EE10,PURNIA,yes,OTHER COMPETITOR
,BIRLA SAMRAT,EE10,PURNIA,no,
,NUVOCO DOUBLE BULL,EE10,PURNIA,yes,OTHER COMPETITOR
,KONARK DALMIA,EE10,PURNIA,no,
,NUVOCO CONCRETO,EE10,PURNIA,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,EE10,PURNIA,yes,OTHER COMPETITOR
,ULTRATECH,EE10,PURNIA,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,EE10,PURNIA,yes,OTHER COMPETITOR
,ULTRATECH SUPER,EE10,PURNIA,yes,BENCHMARK COMPETITOR
,DALMIA DSP,EE10,PURNIA,yes,OTHER COMPETITOR
,STAR CEMENT OPC 43,EE10,PURNIA,yes,
,STAR CEMENT PPC,EE10,PURNIA,yes,OPTIONAL STAR
,STAR CEMENT PPC(ADSTAR),EE10,PURNIA,yes,MANDATORY STAR
,STAR CEMENT ANTIRUST,EE10,PURNIA,no,OPTIONAL STAR
,STAR CEMENT PSC(ADSTAR),EE10,PURNIA,no,
,AMBUJA ADSTAR,EE10,PURNIA,yes,OTHER COMPETITOR
,ACC ADSTAR,EE10,PURNIA,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),EE10,PURNIA,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,EE10,PURNIA,yes,OPTIONAL STAR
,ACC HPC,EE11,SITAMARHI,yes,
,BIRLA GOLD,EE11,SITAMARHI,no,
,SHREE,EE11,SITAMARHI,yes,
,BANGUR,EE11,SITAMARHI,yes,
,ACC F2R,EE11,SITAMARHI,yes,
,DALMIA,EE11,SITAMARHI,yes,
,TOPCEM,EE11,SITAMARHI,yes,
,AMBUJA,EE11,SITAMARHI,yes,
,SURYA GOLD,EE11,SITAMARHI,yes,
,AMRIT,EE11,SITAMARHI,yes,
,MAX,EE11,SITAMARHI,yes,
,ACC,EE11,SITAMARHI,no,
,DRAGON,EE11,SITAMARHI,yes,
,VIRGO,EE11,SITAMARHI,yes,
,BEST,EE11,SITAMARHI,yes,
,TAJ,EE11,SITAMARHI,yes,
,ATIBAL,EE11,SITAMARHI,yes,
,DELTA,EE11,SITAMARHI,yes,
,RJ CEMENT,EE11,SITAMARHI,yes,
,SURAKSHA,EE11,SITAMARHI,yes,
,RHINO,EE11,SITAMARHI,yes,
,CROWN,EE11,SITAMARHI,yes,
,ULTRATECH,EE11,SITAMARHI,yes,
,HOLCEM,EE11,SITAMARHI,yes,
,7RING,EE11,SITAMARHI,yes,
,PREMIUM,EE11,SITAMARHI,yes,
,TIGER,EE11,SITAMARHI,yes,
,VALLEY STRONG,EE11,SITAMARHI,yes,
,MCCL,EE11,SITAMARHI,yes,
,JAINTIA CEMENT,EE11,SITAMARHI,yes,
,CCI,EE11,SITAMARHI,yes,
,STRONG BOND,EE11,SITAMARHI,yes,
,AMBUJA PLUS,EE11,SITAMARHI,yes,
,RAMCO,EE11,SITAMARHI,yes,
,JSW,EE11,SITAMARHI,yes,
,DALMIA DSP,EE11,SITAMARHI,yes,
,NUVOCO DURAGUARD,EE11,SITAMARHI,yes,
,STAR CEMENT PPC(ADSTAR),EE11,SITAMARHI,yes,
,STAR CEMENT ANTIRUST,EE11,SITAMARHI,yes,
,STAR CEMENT PPC,EE11,SITAMARHI,yes,
,STAR CEMENT OPC 43,EE11,SITAMARHI,yes,
,STAR CEMENT PSC(ADSTAR),EE11,SITAMARHI,no,
,TOPCEM SDC,EE11,SITAMARHI,yes,
,BLACK TIGER,EE11,SITAMARHI,yes,
,ULTRATECH PREMIUM,EE11,SITAMARHI,yes,
,BIRLA SAMRAT,EE11,SITAMARHI,no,
,NUVOCO DOUBLE BULL,EE11,SITAMARHI,yes,
,KONARK DALMIA,EE11,SITAMARHI,no,
,NUVOCO CONCRETO,EE11,SITAMARHI,yes,
,ULTRATECH SUPER,EE11,SITAMARHI,yes,
,ACC HPC,EE12,NAWADA,yes,
,BIRLA GOLD,EE12,NAWADA,no,
,SHREE,EE12,NAWADA,yes,
,BANGUR,EE12,NAWADA,yes,
,ACC F2R,EE12,NAWADA,yes,
,DALMIA,EE12,NAWADA,yes,
,TOPCEM,EE12,NAWADA,yes,
,AMBUJA,EE12,NAWADA,yes,
,SURYA GOLD,EE12,NAWADA,yes,
,AMRIT,EE12,NAWADA,yes,
,MAX,EE12,NAWADA,yes,
,ACC,EE12,NAWADA,no,
,DRAGON,EE12,NAWADA,yes,
,VIRGO,EE12,NAWADA,yes,
,BEST,EE12,NAWADA,yes,
,TAJ,EE12,NAWADA,yes,
,ATIBAL,EE12,NAWADA,yes,
,DELTA,EE12,NAWADA,yes,
,RJ CEMENT,EE12,NAWADA,yes,
,SURAKSHA,EE12,NAWADA,yes,
,RHINO,EE12,NAWADA,yes,
,CROWN,EE12,NAWADA,yes,
,ULTRATECH,EE12,NAWADA,yes,
,HOLCEM,EE12,NAWADA,yes,
,7RING,EE12,NAWADA,yes,
,PREMIUM,EE12,NAWADA,yes,
,TIGER,EE12,NAWADA,yes,
,VALLEY STRONG,EE12,NAWADA,yes,
,MCCL,EE12,NAWADA,yes,
,JAINTIA CEMENT,EE12,NAWADA,yes,
,CCI,EE12,NAWADA,yes,
,STRONG BOND,EE12,NAWADA,yes,
,AMBUJA PLUS,EE12,NAWADA,yes,
,RAMCO,EE12,NAWADA,yes,
,JSW,EE12,NAWADA,yes,
,DALMIA DSP,EE12,NAWADA,yes,
,NUVOCO DURAGUARD,EE12,NAWADA,yes,
,STAR CEMENT PPC(ADSTAR),EE12,NAWADA,yes,
,STAR CEMENT ANTIRUST,EE12,NAWADA,yes,
,STAR CEMENT PPC,EE12,NAWADA,yes,
,STAR CEMENT OPC 43,EE12,NAWADA,yes,
,STAR CEMENT PSC(ADSTAR),EE12,NAWADA,no,
,TOPCEM SDC,EE12,NAWADA,yes,
,BLACK TIGER,EE12,NAWADA,yes,
,ULTRATECH PREMIUM,EE12,NAWADA,yes,
,BIRLA SAMRAT,EE12,NAWADA,no,
,NUVOCO DOUBLE BULL,EE12,NAWADA,yes,
,KONARK DALMIA,EE12,NAWADA,no,
,NUVOCO CONCRETO,EE12,NAWADA,yes,
,ULTRATECH SUPER,EE12,NAWADA,yes,
,ACC HPC,EE13,ARWAL,yes,
